nombre_materia,codigo_materia,creditos_teoricos,creditos_practicos
REDES DE COMPUTAD. II (CC),FIEC03087,4,0
REDES DE COMPUTADORES,FIEC04705,4,1
REDES DE COMUNICACIONES MÓVILES,FIEC000760,0,0
REDES DE DATOS (2006),PRTEL01891,2,0
REDES DE DATOS I,FIEC04978,4,0
REDES DE DATOS II,FIEC05041,4,0
REDES DE DATOS(SIST.MOD.TELEC.),PRTEL00992,2,3
REDES METROPOLITANAS,FIEC06304,4,0
REDES NGN E IMS,FIEC000802,0,0
REESTAURACION DEL MEDIO,FICT02493,4,0
REFRIGERACIÓN,FIMP01347,3,0
REFRIGERACIÓN Y ACONDICIONAMIENTO DE AIRE PARA BUQUES,FMAR04515,3,0
REGULACIÓN Y ECONOMÍA DE LAS TELECOMUNICACIONES,FIEC000810,0,0
REINGENIERIA DE PROCESOS,ICHE000919,0,0
RELACIONES DE TRABAJO,PRTME00786,4,0
RELACIONES ECONÓMICAS INTERNACIONALES,ICHE02873,3,0
RELACIONES INTERNACIONALES,ICHE02212,3,0
RELACIONES INTERPERSONALES,FMAR03525,3,0
RELACIONES PÚBLICAS,ICHE04663,4,0
RELACIONES PÚBLICAS E INTERPERSONALES,FMAR02766,4,0
RELAC.PUBLICAS Y PROTOCOLO(TJ),PRTCO01966,0,4
REPROD.ACUICULTURA,FMAR02485,4,3
REPRODUCCIÓN ANIMAL (TA),FIMP07302,2,3
RESIDUOS SÓLIDOS INDUST. Y MUNICIPALES (INQ 2005),ICQ00851,4,0
RESISTENCIA DE  MATERIALES,PRTME00554,0,0
RESISTENCIA I,FICT02865,2,2
RESISTENCIA II,FICT02907,2,2
RESISTENCIA Y PROPULSION,FMAR00638,4,0
Responsabilidad Social Empresarial,EDCOM001107,0,0
RESPONSABILIDAD SOCIAL EMPRESARIAL,ESPAE001289,0,0
RESPONSABILIDAD SOCIAL Y LEGISLACION EMPRESARIAL,ESPAE001628,0,0
RETAILING AND MERCHANDISING,ICHE04176,3,0
RIEGO Y DRENAJE,FIMP01065,1,2
RIEGO Y DRENAJE I,FIMP06262,3,1
RIEGO Y DRENAJE II,FIMP06270,3,2
RIESGO DE CREDITO,ICM000927,0,0
RIESGO DE MERCADO Y LIQUIDEZ,ICM000919,0,0
ROBOTS MANIPULADORES,PRTEL02956L,0,2
ROBOTS MANIPULADORES,PRTEL02956,2,0
SALUD PÚBLICA,PRTAL01214,4,0
SANIDAD ANIMAL,FIMP00992,2,3
SANIDAD E HIGIENE ALIMENTARIA (IAL),FIMP06718,3,0
SANIDAD E HIGIENE INDUSTRIAL,PRTAL00687,3,0
SANIDAD E HIGIENE INDUSTRIAL,PRTAL00687L,0,2
SECADO Y ALMAC.GRANOS,FIMP04440,3,1
SEDIMENTOLOGÍA,FICT03749,4,0
SEG.E HIG.INDUST.,PRTP01446,3,2
Segmentación de Mercados y Posicionamiento,FIMCM000786,0,0
Seguridad Cortafuegos,FIEC002063,0,0
SEGURIDAD DE LA INFORMACIÓN,CCPG1003,3,1
SEGURIDAD E HIGIENE INDUSTRIAL,FICT04150,4,0
SEGURIDAD E HIGIENE INDUSTRIAL,PRTP01446L,0,2
SEGURIDAD E HIG.INDUST.,PRTEL00463,2,0
SEGURIDAD EN APLICACIONES,FIEC002006,0,0
Seguridad en el Trabajo,FIMCP003129,0,0
SEGURIDAD EN EL TRABAJO,FIMCP002188,0,0
SEGURIDAD EN LA CONSTRUCCION Y OBRAS PUBLICAS,FIMCP002253,0,0
SEGURIDAD EN LOS SISTEMAS OPERATIVOS,FIEC001990,0,0
SEGURIDAD EN REDES Y SISTEMAS,FIEC000794,0,0
SEGURIDADES DE SOFTWARE,PRTCO03509,1,3
SEGURIDAD, HIGIENE Y CALIDAD DE VIDA LABORAL,ICHE000950,0,0
SEGURIDAD INDUSTRIAL (INR),FMAR03285,3,0
SEGURIDAD INDUSTRIAL Y MANEJO DE PRODUCTOS QUÍMICOS,ICQ01206,4,0
SEGURIDAD PESCADORES,PRTP01305,2,1
Seguridad y Salud Ocupacional,ICHE002345,0,0
SEGURIDAD Y TALLER ELÉCTRICO,PRTEL01545,2,0
SEGUROS DE NO VIDA,ICM02204,4,0
SELECCION DE MATERIALES,FIMP02600,3,0
SEMILLEROS Y VIVEROS(IP),FIMP06031,3,2
SEMINARIO 1,ESPAE001701,0,0
SEMINARIO 2,ESPAE001719,0,0
Seminario de investigación,FIMCP002584,0,0
SEMINARIO (ELECTRICA),FIEC01180,4,0
Seminario especializado dimensiÃ³n social y bioÃ©tica,FCV000166,0,0
Seminario especializado TIC-minerÃ­a de datos y herramientas,FCV000174,0,0
SEMINARIO I (1998-3),PRTCO01297,0,4
SEMINARIO II (1998-3),PRTCO01305,0,4
SEMINARIO IV,FIEC04937,4,0
SEMINARIOS,FMAR01883,3,0
SEMINARIOS (BIOLOGÍA),FMAR04739,3,0
Seminarios especializados aplicaciones I,FCV000141,0,0
Seminarios especializados aplicaciones II,FCV000158,0,0
SEMIOLOGÍA,EDCOM00513,4,0
SEMIÓTICA (SIST.MOD.DIS.GRÁF.),PRTCO02303,0,0
SEMIÓTICA Y COMUNICACIÓN,PRTCO02881,4,0
SEÑALES Y SISTEMAS,FIEC04382,4,0
SENSOR.TRANSD.INSTRUM.(FOI),FIEC03137,4,0
SEPARACIONES MECÁNICAS EN LA INDUSTRIA DE ALIMENTOS,FIMP08235,3,0
SERVICIO AL CLIENTE,FMAR04341,4,0
SERVICIO AL CLIENTE (I.A.P.I.),FIMP06866,3,0
SERVICIO AL CLIENTE Y DERECHO INFORMÁTICO,ICM02212,4,0
SERVICIO DE GUARDIA,PRTP01222,3,1
SERVICIOS HOSPITALARIOS Y SERVICIOS AMBULATORIOS,ESPAE001784,0,0
Servicios Web,EDCOM000950,0,0
SERVICIOS WEB,PRTCO03202,1,3
SILVICULTURA TROPICAL,FIMP06197,2,2
SIMULACIÓN,FIMP05470,3,1
SIMULACIÓN APLICADA (IAPI),FIMP06874,3,0
SIMULACIÓN APLICADA MANUFACTURA,FIMP07385,3,0
SIMULACIÓN DE NEGOCIOS,FIEC06445,4,0
SIMULACIÓN DE NEGOCIOS,ICHE03913,4,0
SIMULACIÓN DE PROCESOS (INQ 2005),ICQ00729,4,0
SIMULACION (IIT95),FIEC04879,4,0
SIMULACIÓN MATEMÁTICAS,ICM01321,4,0
SIMULACIÓN NUMÉRICA DE YACIMIENTO I,FICT03707,4,0
SIMULACION Y MUESTREO,ICHE01511,4,0
SÍNTESIS QUÍMICA,ICQ01081,0,4
SÍSMICA EN 2 D,FICT03368,4,0
SIST.AUDIO Y VIDEO(SIST.MOD.TELEC.),PRTEL01008,2,1
SIST.BASES DATOS(TN),PRTCO02121,0,10
SIST.BASES DE DATOS,FIEC04630,4,0
SIST.BASES DE DATOS (FC),FIEC02121,4,0
SIST.BASES DE DATOS II,FIEC05355,4,0
SIST.CALIDAD INDUST. ALIMENT.(ING.ALIM.),FIMP07096,3,0
SIST.CLIENTE SERVIDOR,PRTCO01289,0,4
SIST. DE MICROPROCESADORES,FIEC04275,4,0
SIST.ELECTRÓNICOS DE NAVEGACIÓN PESCA Y COMUNICACI,PRTP01206L,0,2
SIST.ELECTRON.NAVEGAC.,PRTP01206,4,0
SISTEMA DE CONSERVACIÓN Y PROCESAMIENTO DE PRODUCTOS DEL MAR,FIMP08789,3,0
SISTEMA DE GERENCIA DE SEGURIDAD Y SALUD EN EL TRABAJO CON ORIENTACION DEL SART,FIMCP002238,0,0
SISTEMA DE MANEJO AMBIENTAL,FICT03764,4,0
SISTEMA MULTIMEDIA,FIEC05447,4,0
SISTEMA PARA LAS DECISIONES,ICHE02774,3,0
SISTEMAS ADMINISTRATIVOS FINANCIEROS (2005),ICM02402,4,0
SISTEMAS DE ADMINISTRACIÓN DE CONTENIDOS CON CMS JOOMLA Y GOOGLE ANALYTICS,FIEC07039,4,0
Sistemas de Alerta Temprano,FIMCM000968,0,0
SISTEMAS DE ALIMENTACIÓN,PRTME01057,3,1
SISTEMAS DE ALIMENTACIÓN CONTROL DE EMISIONES,PRTME01362,6,0
SISTEMAS DE ARCHIVOS(FC),FIEC03061,4,0
SISTEMAS DE AUDIO Y VÍDEO,PRTEL01982,3,2
SISTEMAS DE AYUDA A LA NAVEGACIÓN,PRTEL02022,2,2
SISTEMAS DE BASES DE DATOS I,FIEC05553,4,1
SISTEMAS DE CALIDAD,PRTME01263,0,4
SISTEMAS DE CONTROL,FIMP03905,3,1
SISTEMAS DE CONTROL AUTOMÁTICO,PRTEL02600,3,0
SISTEMAS DE CONTROL Y ADQUISICIÓN DE DATOS,FIEC06056,1,3
SISTEMAS DE CONVERSIÓN DE ENERGÍA,FIMP03897,4,0
SISTEMAS DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA,FIEC000299,0,0
SISTEMAS DE ENCENDIDO,PRTME01040,3,0
SISTEMAS DE EXTRACCIÓN DE CONTAMINANTES,PRTME01313,2,2
SISTEMAS DE GESTIÓN AMBIENTAL(IM),FIMP06072,3,0
SISTEMAS DE GESTIÓN DE CALIDAD,FIEC05892,4,0
SISTEMAS DE INFORMACIÓN,FIEC02105,4,0
SISTEMAS DE INFORMACION EN SALUD,ESPAE001792,0,0
SISTEMAS DE INFORMACION GEOGRAFICA,FIMCM000588,0,0
SISTEMAS DE INFORMACIÓN GEOGRÁFICA,FMAR04408,2,2
SISTEMAS DE INFORMACIÓN GEOGRÁFICOS,FMAR05066,1,3
SISTEMAS DE INFORMACIÓN GERENCIAL,ICHE02303,3,0
SISTEMAS DE INFORMACIÓN (IIT95),FIEC04861,4,0
SISTEMAS DE INYECCIÓN (2005),PRTME01172,2,2
SISTEMAS DE POTENCIA,PRTEL01875,4,0
SISTEMAS DE POTENCIA I,FIEC00158,5,0
SISTEMAS DE POTENCIA II,FIEC01495,4,0
SISTEMAS DE POTENCIA III (CP),FIEC01610,4,0
SISTEMAS DE PRODUCCIÓN I,FICT04077,4,0
SISTEMAS DE PRODUCCIÓN II,FICT04135,4,0
SISTEMAS DE RADIOFRECUENCIA,PRTEL01933,2,0
SISTEMAS DE RIEGO Y DRENAJE,FIMP07856,3,0
SISTEMAS DE RIEGO Y DRENAJE,FIMP07856L,0,2
SISTEMAS DE SOPORTE,PRTEL01974,2,2
SISTEMAS DE TELEFONÍA FIJA,PRTEL01990,2,2
SISTEMAS DE TELEFONÍA MÓVIL,PRTEL02048,2,0
SISTEMAS DE TOMA  DE DECISIONES,FIEC05322,4,0
SISTEMAS DIGITALES I,FIEC00299,4,0
SISTEMAS DIGITALES II,FIEC00745,4,0
SISTEMAS DISTRIBUIDOS,FIEC05546,4,0
SISTEMAS ELECTROMECÁNICOS,PRTME01743,2,2
SISTEMAS ELECTROMECÁNICOS,PRTME01743L,0,2
Sistemas EnergÃ©ticos Sustentables,FIMCP002410,0,0
SISTEMAS EXPERTOS NEGOCIOS,ICHE02832,3,0
SISTEMAS INALÁMBRICOS,PRTEL02055,2,0
SISTEMAS INGENIERIA,FMAR02378,3,0
SISTEMAS INTEGRADOS,PRTCO03194,2,4
SISTEMAS INTEGRADOS DE GESTIÓN,FIMP08243,4,0
SISTEMAS INTEGRADOS DE LA CALIDAD,FIMP07807,4,0
SISTEMAS LINEALES,FIEC05058,4,0
SISTEMAS OPERATIVOS,PRTEL02014,2,2
SISTEMAS OPERATIVOS,FIEC02097,4,0
SISTEMAS OPERATIVOS,PRTCO02212,0,4
SISTEMAS OPERATIVOS,PRTCO03111,3,2
SISTEMAS OPERATIVOS (2005),PRTCO03442,4,2
Sistemas Operativos Avanzados,FIEC002154,0,0
SISTEMAS OPERATIVOS DE RED,FIEC05652,5,0
SISTEMAS P.L.C.,FICT04093,0,4
SISTEMAS SATELITALES(SIST.MOD.TELEC.),PRTEL00935,2,2
SISTEMAS SATELITALES Y DE FIBRA OPTICA,PRTEL02006,3,2
SISTEMAS TERMICOS I,FIMP02758,3,0
SISTEMAS Y EQUIPOS DE PESCA I,PRTP01529,0,0
SISTEMAS Y EQUIPOS DE PESCA II,PRTP01545L,0,2
SISTEMAS Y EQUIPOS DE PESCA II,PRTP01545,0,0
SISTEMAS Y EQUIPOS DE PESCA III,PRTP01578,3,3
SISTEMÁTICA Y EVOLUCIÓN,FMAR03871,3,0
SIST.FIBRAS OPTICAS(SIST.MOD.TELEC.),PRTEL00901,3,2
SIST.HIDRAUL.MAQR.AGROINDUST.(IM),FIMP04788,3,0
SIST.INF.COMERCIAL(TN),PRTCO02055,50,0
SIST.OPERAT.(95/2),PRTCO01149,2,2
SIST.OPERATIVOS(TO),PRTEL00810,1,3
SIST.OPRTV.AVANZADOS(TN),PRTCO02097,0,10
SIST.RADIO AYUDA NAVEG.AÉREA MARÍT(SIST.,PRTEL00927,2,1
SIST.RADIO Y TELEVISIÓN(SIST.MOD.TELEC.),PRTEL00950,2,2
SIST.RF COMERCIAL Y PRIVADOS(SIST.MOD.TE,PRTEL00984,2,2
SIST.TELEF.FIJA(SIST.MOD.TELEC.),PRTEL00976,2,2
SIST.TELEFON.MÓVIL(SIST.MOD.TELECOM.),PRTEL00943,2,2
SIT.INTEGRADOS OFICINA(TJ),PRTCO01958,0,4
SOCIOECON.ANLS.ECONOMICO,ICHE02105,3,0
SOCIOECON. DEL ECUADOR,ICHE00455,3,0
SOCIOECONOMIA,ICHE01743,3,0
SOCIOECONOMÍA DEL MUNDO CONTEMPORÁNEO,ICHE04655,4,0
SOCIOLOGÍA COMUNITARIA,PRTAL01099,3,0
SOCIOLOGÍA DE LA COMUNICACIÓN,EDCOM00489,4,0
SOFTWARE DE ANIMACIÓN(SIST.MOD.DIS.GRÁF.,PRTCO02360,3,0
SOFTWARE DE DIAGRAMACIÓN,PRTCO02329,0,4
SOFTWARE DE ILUSTRACIÓN,PRTCO02246,0,4
SOFTWARE DE MÚSICA Y AUDIO,PRTCO02733,0,4
Software de Optimizacion,FCNM000208,0,0
SOFTWARE DE PROCESAMIENTO DE IMÁGENES,PRTCO01586,2,4
SOFTWARE EN CIENCIAS GEOLÓGICAS,FICT03921,2,3
Software EstadÃ­stico,FCNM000067,0,0
SOFTWARE MULTIMEDIA,PRTCO03210,1,3
SOFTWARE Y HARDWARE DEL PC,FIEC05660,4,1
SOLDADURA,FIMP02378,2,1
SOLDADURA,FICT04192,0,0
SONIDO DE CAMPO Y DE ESTUDIO,EDCOM001156,0,0
SUELO, AGUA Y FERTILIDAD,FIMP06247,3,1
TÃ³pico de InvestigaciÃ³n I,FIMCP002469,0,0
TÃ³picos de OrganizaciÃ³n Industrial y RegulaciÃ³n de Mercados,ICHE001925,0,0
TÃ³picos Especiales,FIMCP002808,0,0
TÃCNICAS DE DOBLAJE,EDCOM001222,0,0
TALLER BÁSICO (B),FIMP01255L,0,3
TALLER BÁSICO (B),FIMP01255,1,0
TALLER DE CÁMARA E ILUMINACIÓN,EDCOM00539,0,6
TALLER DE CÁMARA E ILUMINACIÓN,EDCOM01156,0,6
TALLER DE CREATIVIDAD,PRTCO02899,4,0
Taller de DiseÃ±o I,EDCOM001438,0,0
TALLER DE DISEÑO GRÁFICO,EDCOM00117,4,0
TALLER DE DISEÑO PUBLICITARIO I,EDCOM00083,4,0
TALLER DE DISEÑO PUBLICITARIO II,EDCOM00141,4,0
TALLER DE ILUSTRACIÓN,EDCOM00034,0,4
TALLER DE RADIO,EDCOM00653,0,6
TALLER DE TV Y VIDEO,EDCOM00646,0,6
TALLER DOCUMENTAL,EDCOM01164,4,0
TALLER ELECTRICO(1998),PRTEL00497,1,3
TALLER II (ELECTRICIDAD AUTOMOTRIZ),PRTME01032,2,0
TALLER II (ELECTRICIDAD AUTOMOTRIZ),PRTME01032L,0,3
TALLER III (ENCEND.ALIM.EMIS.),PRTME01131,0,5
TALLER III (SISTEMA DEL BASTIDOR),PRTME01347,0,5
TALLER INTEGRADOR 3,ICQ000158,0,0
TALLER IV (MOTORES),PRTME01149,0,5
TALLER NAUTICO,FMAR02162,2,3
TALLER NÁUTICO  PESQUERO,FMAR01768,3,2
TALLER V (ENCENDIDO ALIMENTACIÓN EMISIÓN),PRTME01354,0,5
TALLER V  SIST.DEL BASTIDOR,PRTME01115,0,5
TANQUES DE ALMACENAMIENTO,FICT04119,4,0
TAQUIGRAFIA(TJ),PRTCO01917,0,0
TAQUIMECANOGRAFÍA,PRTCO03277,0,4
TEC. ALIMENTOS IV  (NUEVO),PRTAL00604,3,4
TÉC.DE DOCUMENTACIÓN E INVESTIGACIÓN,PRTCO01230,4,0
TEC.EXP.ORAL ESC. E INV.(B),ICHE00877,4,0
TEC.EXP.ORAL ESC.II(PROTEL-PROTAL-PROTC,ICHE01362,3,0
TEC.EXP.ORAL ESC. I (PROTEL-PROTAL-PROTC,ICHE01354,3,0
TÉCN. DIRECCIÓN HOTELERA,FMAR03665,4,0
TÉCN. GESTIÓN HOTELERA,FMAR03616,4,0
TÉCNICA EMPRESARIAL,PRTEL01610,3,1
TÉCNICA EMPRESARIAL (2006),PRTEL01750,4,0
TÉCNICAS CULINARIAS,FIMP08490,0,3
TÉCNICAS DE ANÁLISIS MULTIVARIADO,ICM02238,4,0
TÉCNICAS DE BIOLOGÍA MOLECULAR,FMAR04929,2,2
TECNICAS DE CAMPO,FMAR02535,2,2
TÉCNICAS DE DOCUMENTACIÓN,PRTCO03335,4,0
TÉCNICAS DE FORMACIÓN INTELECTUAL,FICT03780,4,0
TÉCNICAS DE IMPRESIÓN,PRTCO02295,0,4
TÉCNICAS DE MANTENIMIENTO PREDICTIVO,FIMP08763,2,1
TÉCNICAS DE MUESTREO Y ANÁLISIS MULTIVARIADO,ICM02857,4,0
TÉCNICAS DE NEGOCIACIÓN INTERNACIONAL,ICM02550,4,0
TÉCNICAS DE REDACCIÓN ESCRITA I,EDCOM00430,4,0
TÉCNICAS DE REDACCIÓN ESCRITA II,EDCOM00471,0,0
TÉCNICAS GRÁFICAS PARA LA COMUNICACIÓN,FIMP07799,2,3
TÉCNICAS PICTÓRICAS,EDCOM00323,0,6
TÉCNICAS PICTÓRICAS(SIST.MOD.DIS.GRÁF.),PRTCO02220,1,3
TECNOL. ALIMENTOS V,PRTAL00869,3,6
TecnologÃ­as Emergentes de ConservaciÃ³n de Alimentos,FIMCP003251,0,0
TECNOLOG.ALIMENTOS II,PRTAL00794,3,4
TECNOLOG. ALIMENTOS III,PRTAL00810,3,4
TECNOLOG.DEL PLASTICO,PRTME00794,2,3
TECNOLOGIA DE ALIMENTOS  I,PRTAL00406,3,4
TECNOLOGÍA DE ALIMENTOS I (2005),PRTAL00992,2,0
TECNOLOGÍA DE ALIMENTOS II (2006),PRTAL01115,2,0
TECNOLOGÍA DE ALIMENTOS II (2006),PRTAL01115L,0,3
TECNOLOGÍA DE ALIMENTOS III (2006),PRTAL01149L,0,3
TECNOLOGÍA DE ALIMENTOS III (2006),PRTAL01149,2,0
TECNOLOGÍA DE ALIMENTOS IV (2006),PRTAL01156,2,0
TECNOLOGÍA DE ALIMENTOS IV (2006),PRTAL01156L,0,3
TECNOLOGÍA DE CÁRNICOS,PRTAL01057,3,0
TECNOLOGÍA DE ENVASES PLÁSTICOS,PRTME01727,2,0
TECNOLOGÍA DE ENVASES PLÁSTICOS,PRTME01727L,0,2
TECNOLOGÍA DE INGREDIENTES,PRTAL00729L,0,2
TECNOLOGÍA DE INGREDIENTES,PRTAL00729,2,0
TECNOLOGÍA DE LA CARNE Y LECHE (ING. AGR,FIMP06676,3,1
TECNOLOGÍA DE LÁCTEOS,PRTAL01040,3,0
TECNOLOGÍA DEL BUQUE,PRTP01511,3,0
TECNOLOGÍA DEL BUQUE,PRTP01511L,0,2
TECNOLOGÍA DEL GAS,FICT04234,4,0
TECNOLOGÍA DEL SISTEMA BASTIDOR,PRTME01107,0,0
TECNOLOGÍA DE PINTURAS (IM),FIMP08185,0,0
TECNOLOGÍA GENERACIÓN DE VAPOR,FIMP03160,3,0
TECNOLOGÍA HORMIGON,FICT03202,2,2
TECNOLOGÍA MINERA,FICT02782,4,0
TECNOLOGÍA PESQUERA,FMAR03863,3,0
TECNOLOGÍA QUÍMICA INDUSTRIAL (INQ 2005),ICQ00695,4,0
TECNOLOGÍAS DE APOYO A LA LOGÍSTICA,ICM02535,4,0
TECNOLOGÍAS DE DIAGNÓSTICO BIOQUÍMICO Y MOLECULAR,FIMP08383,3,0
TECNOLOGÍAS DE INFORMACIÓN,ICM02469,4,0
TECNOLOGÍAS DE LA INFORMACIÓN APLICADAS AL PERIODI,EDCOM00562,4,0
TECNOLOGÍAS DE REDES WAN,FIEC05678,5,0
TECNOLOGIAS WEB,FIEC001867,0,0
TECNOLOGÍA Y VIDEO DIGITAL,PRTCO02535,4,0
TEC.PESCA I (1997),PRTP01313,3,4
TEC.PESCA II(1997),PRTP01412,3,4
TECTÓNICA,FICT01883,4,0
TELEDETECCIÓN,FICT03830,1,4
TELEFONIA,FIEC03830,4,0
TELEFONÍA DIGITAL,FIEC04986,4,0
TELEMÁTICA APLICADA,FIEC06940,4,0
TELEVISION (CE),FIEC00869,4,0
TELEVISIÓN DIGITAL,FIEC000786,0,0
TELEVISION Y VIDEO,PRTEL00257,4,3
TeorÃ­a y aplicaciones de VisiÃ³n por Computador,FIEC002246,0,0
TEORÍA DE JUEGOS Y SUS APLICACIONES,ICM02584,4,0
TEORÍA DE LA CALIDAD,PRTCO02568,3,0
TEORÍA DE LA COMUNICACIÓN,EDCOM00406,6,0
TEORÍA DE LA GESTIÓN PÚBLICA,ICHE001651,0,0
TEORÍA DE LA IMAGEN VISUAL,EDCOM00125,4,0
TEORIA DEL ARTE,ICHE01040,3,0
TEORIA DE LAS INVERSIONES,ICHE000810,0,0
TEORÍA DE LAS ORGANIZACIONES,FIMP06759,3,0
TEORÍA DE LAS RESTRICCIONES,ICHE03566,4,0
TEORIA DEL TURISMO,FMAR03087,4,0
TEORÍA DEL TURISMO Y DEL TIEMPO LIBRE,FMAR04143,4,0
TEORÍA ECONÓMICA,ICHE03632,4,0
TEORÍA ELECTROMAGNÉTICA I,FIEC03426,4,0
TEORÍA ELECTROMAGNÉTICA II,FIEC03442,4,0
Teoría Macroeconómica I,ICHE002097,0,0
Teoría Macroeconómica II,ICHE002147,0,0
Teoría Microeconómica I,ICHE002089,0,0
Teoría Microeconómica II,ICHE002139,0,0
Teorías del Aprendizaje en la Enseñanza de la Leng,ICHE001396,0,0
TEORÍA Y ANÁLISIS DEL DISCURSO VISUAL,EDCOM00463,0,0
TEORÍA Y DISEÑO DE POLÍTICAS PÚBLICAS,ICHE001610,0,0
TERMODINÁMICA,FICT01669,4,0
Termodinámica de Materiales,FIMCP002741,0,0
TERMODINÁMICA I,FIMP01297,3,1
TERMODINÁMICA II,FIMP01305,3,1
TERMODINÁMICA (PRTAL),PRTAL00489,3,0
TERMODINÁMICA QUÍMICA (INQ 2005),ICQ00604,4,0
TERMOFLUIDOS,PRTME00752,4,0
TERMOFLUÍDOS,FIMP04358,4,0
Tics en la Enseñanza de la Lengua Inglesa,ICHE001370,0,0
TIPOGRAFÍA (TR),PRTCO01552,4,0
Toma de decisiones,FIEC002113,0,0
TOPOGRAFÍA,FICT00018,2,3
TOPOGRAFIA DE MINAS,FICT02337,2,3
TOPOGRAFIA I,FICT02725,2,2
TOPOGRAFÍA II,FICT02899,2,2
TOPOGRAFIA(IP),FICT03251,3,2
TOUR GUIDING AND INTERPRETATION,FMAR04903,4,1
TOURIST PRODUCT MARKETING,FMAR04457,4,0
TOXICOLOG.ALIMENT.(IA-IAL),FIMP04820,3,0
TOXICOLOGIA,FMAR03095,3,1
TOXICOLOGÍA DE LOS ALIMENTOS,PRTAL01222,4,0
TOXICOLOGÍA Y LEGISLACIÓN ALIMENTARIA,FIMP07658,4,0
TRANSF. CALOR APLICADA (ING. ALIM.),FIMP06890,3,0
TRANSFERENCIA DE CALOR I,FIMP01321,3,1
TRANSFERENCIA DE CALOR II,FIMP01339,3,1
TRANSFERENCIA DE CALOR (INQ),FIMP08755,4,1
TRANSFERENCIA DE MASA (INQ 2005),ICQ00646,3,2
Transformacion de Fases,FIMCP002790,0,0
TRANSIENTES,FIEC00828,4,0
TRANSLATION AND SPEECH,PRTCO03376,4,0
TRANSPORTE AÉREO,ICM02485,3,0
TRANSPORTE DE SEDIMENTOS,FMAR00414,4,0
TRANSPORTE MARÍTIMO,FMAR01321,4,0
TRANSPORTE MARÍTIMO (2005),ICM02493,3,0
TRANSPORTE TERRESTRE,ICM02451,4,0
TRANSPORTE Y LOGÍSTICA DEL TURISMO,FMAR04200,4,0
TRANSP.TURIST.,FMAR02790,3,0
TRANSP. Y ALMACENAM. DE MINERALES,FICT02659,4,0
TRATAM.ESTAD.DATOS,ICM01057,4,0
TRATAMIENTO DE DESECHOS SÓLIDOS,FICT03483,2,2
TRATAMIENTO DE GUION AUDIOVISUAL,EDCOM001339,0,0
TRATAMIENTO DEL AGUA,FICT03475,2,2
TRATAMIENTO DEL AIRE,FICT03467,2,2
TRATAMIENTO MULTIVARIADO DE DATOS,ICM02303,4,0
TRATAMIENTOS DE AGUA (INQ 2005),ICQ00877,4,0
TRATAMIENTOS TERMICOS,FIMP02360,2,1
TRATAMIENTO Y CONTROL DE CALIDAD DE AGUAS,PRTAL01081,3,2
TRAVEL AGENCIES & GDS,FMAR04440,1,3
TRIBUTACIÓN,ICHE03855,4,0
TRIBUTACIÓN Y DOCUMENTACIÓN MERCANTIL,PRTCO03293,4,0
TURBINAS A GAS,FIMP02279,3,0
TURISMO MARINO COSTERO,FMAR05058,3,1
USO EFICIENTE DEL ESPECTRO,FIEC06924,4,0
USO ESTRATÉGICO DE LA INFORMACIÓN,FIEC001909,0,0
UTILITARIOS AVANZADOS (TJ),PRTCO02709,0,0
UTILITARIOS AVANZADOS(TN),PRTCO02030,0,10
UTILITARIOS BASICOS(TF),PRTCO01701,0,0
UTILITARIOS BASICOS(TJ),PRTCO01867,0,0
UTILITARIOS BASICOS(TN),PRTCO02014,0,0
UTILITARIOS INFORMATICOS,ICM01412,4,0
VALORACIÃN DE EMPRESAS,ICHE001834,0,0
VALORACION DE EMPRESAS,ICHE000760,0,0
VALUACIÓN DE EMBARCACIONES,FMAR04788,3,0
VÁLVULAS Y ACCESORIOS,FICT04143,4,0
VENTILACION INDUSTRIAL,FIMP02287,3,0
VIAS DE COMUNICACION,FICT02238,5,0
VIBRACIONES DEL BUQUE,FMAR00802,4,0
VIDEO ANALÓGICO Y DIGITAL,PRTEL01941,2,0
VIDEOGRAFÍA,PRTCO02576,0,4
Vision por computador,FIEC002212,0,0
YACIMIENTOS I,FICT02089,4,0
YACIMIENTOS II,FICT02097,4,0
ZOOLOGÍA,FMAR04705,4,0
ZOOLOGÍA I,FMAR03764,2,2
ZOOLOGÍA II,FMAR03798,2,3
ZOOTECNIA GENERAL (ING. AGROP.),FIMP08037L,0,1
